v1,locationcode,ismetro,metro,country,region,incomegroup,emptot_2000,emptot_2001,emptot_2002,emptot_2003,emptot_2004,emptot_2005,emptot_2006,emptot_2007,emptot_2008,emptot_2009,emptot_2010,emptot_2011,emptot_2012,emptot_2013,emptot_2014,emptot_2015,emptot_2016,emptot_2017,gdpppp_2000,gdpppp_2001,gdpppp_2002,gdpppp_2003,gdpppp_2004,gdpppp_2005,gdpppp_2006,gdpppp_2007,gdpppp_2008,gdpppp_2009,gdpppp_2010,gdpppp_2011,gdpppp_2012,gdpppp_2013,gdpppp_2014,gdpppp_2015,gdpppp_2016,gdpppp_2017,gdpusc_2000,gdpusc_2001,gdpusc_2002,gdpusc_2003,gdpusc_2004,gdpusc_2005,gdpusc_2006,gdpusc_2007,gdpusc_2008,gdpusc_2009,gdpusc_2010,gdpusc_2011,gdpusc_2012,gdpusc_2013,gdpusc_2014,gdpusc_2015,gdpusc_2016,gdpusc_2017,poptott_2000,poptott_2001,poptott_2002,poptott_2003,poptott_2004,poptott_2005,poptott_2006,poptott_2007,poptott_2008,poptott_2009,poptott_2010,poptott_2011,poptott_2012,poptott_2013,poptott_2014,poptott_2015,poptott_2016,poptott_2017,epratio_2000,epratio_2001,epratio_2002,epratio_2003,epratio_2004,epratio_2005,epratio_2006,epratio_2007,epratio_2008,epratio_2009,epratio_2010,epratio_2011,epratio_2012,epratio_2013,epratio_2014,epratio_2015,epratio_2016,epratio_2017,gdpusc_pk_2000,gdpusc_pk_2001,gdpusc_pk_2002,gdpusc_pk_2003,gdpusc_pk_2004,gdpusc_pk_2005,gdpusc_pk_2006,gdpusc_pk_2007,gdpusc_pk_2008,gdpusc_pk_2009,gdpusc_pk_2010,gdpusc_pk_2011,gdpusc_pk_2012,gdpusc_pk_2013,gdpusc_pk_2014,gdpusc_pk_2015,gdpusc_pk_2016,gdpusc_pk_2017,yoy_emptot_2001,yoy_emptot_2002,yoy_emptot_2003,yoy_emptot_2004,yoy_emptot_2005,yoy_emptot_2006,yoy_emptot_2007,yoy_emptot_2008,yoy_emptot_2009,yoy_emptot_2010,yoy_emptot_2011,yoy_emptot_2012,yoy_emptot_2013,yoy_emptot_2014,yoy_emptot_2015,yoy_emptot_2016,yoy_emptot_2017,cagr_emptot_2000_2016,cagr_emptot_2009_2016,cagr_emptot_2014_2016,yoy_gdpppp_2001,yoy_gdpppp_2002,yoy_gdpppp_2003,yoy_gdpppp_2004,yoy_gdpppp_2005,yoy_gdpppp_2006,yoy_gdpppp_2007,yoy_gdpppp_2008,yoy_gdpppp_2009,yoy_gdpppp_2010,yoy_gdpppp_2011,yoy_gdpppp_2012,yoy_gdpppp_2013,yoy_gdpppp_2014,yoy_gdpppp_2015,yoy_gdpppp_2016,yoy_gdpppp_2017,cagr_gdpppp_2000_2016,cagr_gdpppp_2009_2016,cagr_gdpppp_2014_2016,yoy_gdpusc_2001,yoy_gdpusc_2002,yoy_gdpusc_2003,yoy_gdpusc_2004,yoy_gdpusc_2005,yoy_gdpusc_2006,yoy_gdpusc_2007,yoy_gdpusc_2008,yoy_gdpusc_2009,yoy_gdpusc_2010,yoy_gdpusc_2011,yoy_gdpusc_2012,yoy_gdpusc_2013,yoy_gdpusc_2014,yoy_gdpusc_2015,yoy_gdpusc_2016,yoy_gdpusc_2017,cagr_gdpusc_2000_2016,cagr_gdpusc_2009_2016,cagr_gdpusc_2014_2016,yoy_poptott_2001,yoy_poptott_2002,yoy_poptott_2003,yoy_poptott_2004,yoy_poptott_2005,yoy_poptott_2006,yoy_poptott_2007,yoy_poptott_2008,yoy_poptott_2009,yoy_poptott_2010,yoy_poptott_2011,yoy_poptott_2012,yoy_poptott_2013,yoy_poptott_2014,yoy_poptott_2015,yoy_poptott_2016,yoy_poptott_2017,cagr_poptott_2000_2016,cagr_poptott_2009_2016,cagr_poptott_2014_2016,yoy_epratio_2001,yoy_epratio_2002,yoy_epratio_2003,yoy_epratio_2004,yoy_epratio_2005,yoy_epratio_2006,yoy_epratio_2007,yoy_epratio_2008,yoy_epratio_2009,yoy_epratio_2010,yoy_epratio_2011,yoy_epratio_2012,yoy_epratio_2013,yoy_epratio_2014,yoy_epratio_2015,yoy_epratio_2016,yoy_epratio_2017,cagr_epratio_2000_2016,cagr_epratio_2009_2016,cagr_epratio_2014_2016,yoy_gdpusc_pk_2001,yoy_gdpusc_pk_2002,yoy_gdpusc_pk_2003,yoy_gdpusc_pk_2004,yoy_gdpusc_pk_2005,yoy_gdpusc_pk_2006,yoy_gdpusc_pk_2007,yoy_gdpusc_pk_2008,yoy_gdpusc_pk_2009,yoy_gdpusc_pk_2010,yoy_gdpusc_pk_2011,yoy_gdpusc_pk_2012,yoy_gdpusc_pk_2013,yoy_gdpusc_pk_2014,yoy_gdpusc_pk_2015,yoy_gdpusc_pk_2016,yoy_gdpusc_pk_2017,cagr_gdpusc_pk_2000_2016,cagr_gdpusc_pk_2009_2016,cagr_gdpusc_pk_2014_2016
1,AEM01,1,Abu Dhabi,UAE,Middle East and Africa,High income,194.1870413,227.4632646,244.648726,268.9414082,320.4693118,409.49546,491.4899481,580.1736826,714.0663431,931.4780958,1171.022605,1186.96499,1188.410524,1314.601027,1244.771606,1315.397829,1348.62502,1396.757589,74193.75591,87779.28548,90269.43336,103799.2787,126076.2701,147725.8444,170351.0877,166228.9721,177346.7106,157576.3338,162242.3513,178752.8196,188807.0825,202767.2119,218758.1649,223951.404,232557.2203,252607.6376,71222.15536,73073.80232,72797.04293,78886.96747,87393.14769,93612.16707,99954.08995,97164.40654,96722.62545,89221.07178,88762.80518,92772.12401,96688.75066,102438.6915,107992.8494,111631.0967,115089.8309,119459.3583,682.6919444,712.0322351,748.7680784,795.780583,866.734675,919.792116,1045.957226,1194.698719,1348.520433,1495.412886,1765.876555,1956.562157,1926.910324,1963.040768,2044.446354,2069.821667,2046.709408,2108.635447,0.284443141,0.319456414,0.326734984,0.337959249,0.369743269,0.44520436,0.469894883,0.485623424,0.529518371,0.622890243,0.663139562,0.606658463,0.616744074,0.669675866,0.608855108,0.635512638,0.658923545,0.6623988,104.3254662,102.6270985,97.22241778,99.13155606,100.8303351,101.7753528,95.56231124,81.32963148,71.72499809,59.66316904,50.26557771,47.41588387,50.17812684,52.18368011,52.82254004,53.93271242,56.2316421,56.65244718,0.171361709,0.07555269,0.099296173,0.191595277,0.277799293,0.20023296,0.180438552,0.230780307,0.304469962,0.257166014,0.013614071,0.00121784,0.106184269,-0.053118338,0.056738299,0.025260183,0.035690106,0.128767341,0.054289291,0.040880253,0.183108799,0.028368286,0.14988291,0.214616052,0.171718075,0.153156974,-0.024197765,0.066882075,-0.111478678,0.029611156,0.101764232,0.056246737,0.07393859,0.078863603,0.023739635,0.03842716,0.086217135,0.074014524,0.057178702,0.031057245,0.025998188,-0.003787395,0.083656208,0.107827446,0.071161407,0.06774678,-0.027909647,-0.004546738,-0.077557383,-0.005136305,0.045168906,0.04221771,0.059468561,0.054219337,0.033689706,0.030983608,0.037966233,0.030448675,0.037040327,0.032335771,0.04297735,0.05159295,0.06278647,0.089162884,0.061215321,0.137166983,0.142206096,0.12875356,0.108928608,0.180862203,0.10798354,-0.015155068,0.018750454,0.041469126,0.012411826,-0.011166305,0.03025639,0.071030807,0.045853186,0.000553311,0.123094101,0.022784234,0.034352811,0.0940469,0.204090506,0.055458853,0.033472468,0.090388859,0.176333583,0.064617032,-0.085172266,0.016624859,0.085824566,-0.090821189,0.043783045,0.03683783,0.005274139,0.053907445,0.008066242,0.040304642,-0.016279512,-0.052663291,0.019636811,0.017136612,0.009372355,-0.061046622,-0.148936119,-0.11809513,-0.168167715,-0.157510764,-0.05669275,0.058255646,0.039968676,0.012242523,0.02101702,0.042625887,0.007483421,-0.037890724,-0.008426478,0.031764884
2,AEM02,1,Dubai,UAE,Middle East and Africa,High income,771.241718,851.1635094,946.6349204,1077.60174,1219.656459,1424.441856,1511.48073,1847.222949,2135.699758,2195.896254,2282.160281,2410.738868,2493.8282,2445.451804,2575.702754,2556.821855,2533.312069,2571.312462,88383.91017,99567.72432,106086.7975,115510.8501,121850.5439,117620.7766,120509.4078,142056.426,135209.0262,138239.0661,129613.1455,119278.7692,126533.7201,140634.6078,147924.5314,181024.679,198595.9603,209743.6732,46751.52353,49176.44,53973.52803,61025.68927,67547.72091,68031.13095,72271.97646,82218.14884,84569.32656,78272.14492,77865.8839,79871.30945,83051.04832,87851.63965,90777.38065,93892.62165,96281.41973,99351.30996,801.7399729,854.9409679,913.0697187,990.7743689,1107.168815,1415.223667,1667.176632,1975.318065,2294.496113,2618.436326,2696.188523,2815.298273,2744.98656,2782.296399,2783.579722,2824.319866,2940.57546,2994.734522,0.961959917,0.995581615,1.036760831,1.087635867,1.101599361,1.006513592,0.906611034,0.935152157,0.930792493,0.838628854,0.846439432,0.85629963,0.908502882,0.878932886,0.925320275,0.905287636,0.861502146,0.858611154,58.31257654,57.52027548,59.11216518,61.59393216,61.00941427,48.07093927,43.34992169,41.6227393,36.85747214,29.8927051,28.87998493,28.37046085,30.25553915,31.57522674,32.61174089,33.24433,32.74237341,33.17533132,0.103627422,0.112165771,0.138349871,0.13182488,0.167904163,0.061103845,0.222128018,0.156167835,0.028185842,0.0392842,0.056340735,0.034466335,-0.019398448,0.05326253,-0.007330388,-0.009194925,0.015000281,0.077162278,0.020629519,-0.008263095,0.126536766,0.065473759,0.088833415,0.054883969,-0.034712749,0.024558852,0.178799469,-0.048201972,0.022410042,-0.062398574,-0.079732471,0.060823489,0.111439763,0.051835915,0.223763748,0.097065668,0.056132626,0.051900896,0.053118128,0.158684251,0.051868181,0.097548501,0.130659631,0.106873543,0.007156571,0.062336837,0.137621425,0.028596821,-0.074461769,-0.005190365,0.025754868,0.039810777,0.057802899,0.033303203,0.03431737,0.025441808,0.031884555,0.04618664,0.030025302,0.029870028,0.06635692,0.067991537,0.085102647,0.117478257,0.278236568,0.178030492,0.184828306,0.161583116,0.141181417,0.029694133,0.044177085,-0.024974872,0.013591993,0.000461246,0.014635882,0.041162333,0.018417845,0.084613297,0.01671356,0.027813534,0.034951246,0.041361969,0.04907114,0.012838391,-0.086316108,-0.099256045,0.031481111,-0.004661983,-0.099016312,0.00931351,0.01164903,0.060963769,-0.032548048,0.052776941,-0.021649411,-0.048366384,-0.003355758,-0.006869747,0.003851585,-0.035100364,-0.013587138,0.027675279,0.041984031,-0.009489862,-0.212073418,-0.098209389,-0.039842803,-0.114487111,-0.188964859,-0.033878505,-0.01764281,0.066445107,0.043618049,0.032826816,0.019397588,-0.015099014,0.013223168,-0.035428901,0.013092912,0.002000843
3,AEXXX,0,NA,UAE,Middle East and Africa,High income,1747.56,1848.548,1988.004,2187.078,2447.995,2825.788,3278.121,3855.305,4451.99,5027.574,5543.143,5810.565,5948.239,5995.353,6014.945,6067.454,6096.943,6161.242,258132.0103,267319.0744,278150.0378,308699.0152,347564.9645,376206.9995,425889.0525,451348.928,474997.025,453580.1416,466592.9762,506507.0687,542169.918,582822.9013,612773.1369,643134.0854,671117.1662,712115.0293,178498.9277,180996.1415,185400.6529,201716.7636,221014.0841,231744.6251,254541.9679,262647.5536,271030.9344,256820.9666,261020.9933,277619.0673,291790.5409,308685.0441,318825.1786,331032.4715,341084.0941,347014.1493,3154.925,3326.032,3507.232,3741.932,4087.931,4579.562,5242.032,6044.067,6894.278,7666.393,8270.684,8672.475,8900.453,9006.263,9070.867,9154.302,9269.612,9400.145,0.553914911,0.555781784,0.56682991,0.584478286,0.598834716,0.617043289,0.625353107,0.637866026,0.645751448,0.655793931,0.670215789,0.670000778,0.668307445,0.665687089,0.663105853,0.662798103,0.657734434,0.655441166,56.57786722,54.41803973,52.86238631,53.90711631,54.06502314,50.60410256,48.55788136,43.45543383,39.3124464,33.49958274,31.55978313,32.01151543,32.78378538,34.27448699,35.14825855,36.1614104,36.79594077,36.91582941,0.057788002,0.075440832,0.100137625,0.119299357,0.154327521,0.160073226,0.176071597,0.154769856,0.129286903,0.102548267,0.048243749,0.023693737,0.007920664,0.003267864,0.008729756,0.004860193,0.010546105,0.081228544,0.027933001,0.006793115,0.035590565,0.040516987,0.109829133,0.125902408,0.082407716,0.132060417,0.059780535,0.052394269,-0.045088458,0.028689163,0.085543706,0.070409381,0.074981997,0.051388227,0.049546801,0.043510492,0.06108898,0.06153613,0.057563201,0.046524294,0.013990077,0.024334836,0.088004602,0.095665428,0.04855139,0.098372693,0.031843808,0.031918747,-0.05242932,0.016353909,0.063589038,0.051046471,0.05789942,0.032849452,0.038288359,0.030364461,0.017385904,0.041301792,0.041368477,0.034318822,0.054234887,0.054479332,0.066918869,0.092465336,0.120264016,0.144657939,0.153000783,0.140668692,0.111993598,0.078823379,0.048580142,0.026287536,0.011888159,0.00717323,0.009198128,0.012596263,0.014081819,0.069681617,0.02749921,0.010895768,0.003370326,0.019878532,0.031135222,0.024562813,0.030406676,0.013467156,0.020009366,0.012362191,0.015551623,0.021991448,-0.000320808,-0.002527361,-0.003920883,-0.003877552,-0.000464104,-0.007639837,-0.003486616,0.010794733,0.000422181,-0.004058433,-0.038174424,-0.02858709,0.019763202,0.002929239,-0.06401404,-0.040435876,-0.105079698,-0.095338766,-0.147863188,-0.057905187,0.014313543,0.024124754,0.045470698,0.025493352,0.028825094,0.017547169,0.003258203,-0.026531095,0.01349808,0.023170593
4,AOM01,1,Luanda,Angola,Middle East and Africa,Lower middle income,402.2292423,421.5561482,467.8228751,509.720559,546.8595111,643.1518624,736.4793214,844.0752551,942.3446837,954.811773,1043.660661,1119.802643,1187.093616,1313.088069,1393.19,1454.07821,1482.621911,1620.513653,14708.98644,15629.17263,18867.95172,20714.47252,24084.12282,30093.08185,37231.44087,47278.29683,55922.2296,58364.24754,61431.5244,66150.07414,71544.4866,78887.81645,84371.11024,87742.15377,78346.1248,76428.10726,13027.04206,13939.72207,15655.27983,16487.05309,18595.72123,21688.81247,24102.43597,27712.22058,30992.48499,31856.15426,32661.14045,33424.76217,35777.71802,37390.54177,38590.85362,39490.36204,36325.27954,36506.38321,3206.212275,3411.088381,3629.366453,3861.611916,4109.069451,4371.637602,4651.382589,4949.026969,5150.692394,5359.985507,5578.090363,5805.070061,6041.285881,6287.113949,6542.944,6812.335622,7098.729627,7405.184512,0.125453092,0.123584059,0.128899322,0.131996837,0.133085974,0.147119208,0.158335572,0.17055378,0.182954953,0.178137006,0.187099992,0.192900797,0.196496845,0.208853868,0.212930143,0.213447823,0.208857357,0.218835013,4.063062873,4.086590703,4.313502104,4.269474366,4.525531012,4.961255814,5.18177886,5.599529111,6.017149272,5.943328431,5.855254814,5.757856808,5.922202445,5.947171004,5.898087103,5.796890263,5.117152145,4.929841133,0.04804948,0.109752229,0.089558861,0.072861397,0.17608243,0.145109521,0.146094983,0.116422592,0.013229861,0.093053825,0.072956646,0.060091816,0.106136913,0.061002711,0.043704168,0.0196301,0.093005331,0.084950185,0.064882787,0.031596911,0.062559456,0.207226523,0.097865461,0.162671306,0.24949877,0.237209304,0.269848701,0.182830883,0.043668108,0.052554038,0.076809908,0.081548094,0.102640052,0.069507486,0.039954951,-0.107086829,-0.024481333,0.110202429,0.042958992,-0.036366526,0.070060418,0.123069725,0.053130526,0.127898426,0.166333491,0.111284262,0.149768456,0.118368876,0.027867054,0.025269409,0.02338013,0.07039559,0.045079,0.032102018,0.02330885,-0.080148227,0.00498561,0.066191453,0.018931734,-0.029797722,0.063899732,0.063990741,0.063990635,0.06408141,0.063899663,0.063990891,0.063990518,0.0407485,0.040633976,0.040691314,0.040691291,0.040691295,0.040691348,0.040691175,0.041172845,0.042040501,0.043170384,0.050931169,0.040952716,0.041606583,-0.014898258,0.043009292,0.0240305,0.008251237,0.105444875,0.076239967,0.077166538,0.072711218,-0.026334058,0.050315123,0.031003772,0.018641955,0.062886624,0.019517352,0.002431222,-0.021506267,0.047772586,0.032370356,0.022988624,-0.00960984,0.005790664,0.055525845,-0.010206959,0.059973811,0.096281475,0.044449038,0.080619081,0.0745813,-0.012268408,-0.014818905,-0.01663429,0.028542849,0.004216093,-0.008253319,-0.01715757,-0.117259097,-0.036604542,0.014520727,-0.021154642,-0.068552087
5,AOXXX,0,NA,Angola,Middle East and Africa,Lower middle income,5634.205121,5843.482443,6048.186908,6255.105735,6459.678965,6660.98414,6870.347114,7074.620777,7287.039023,7531.457793,7798.904333,8111.25343,8421.156324,8735.116649,9056.675918,9391.327535,9758.286778,10109.58212,37441.99858,39905.99626,46056.01047,49438.99644,56325.98903,68755.00884,85561.99012,107684.0067,124966.9964,128954.0175,134977.0124,143161.9629,153315.9972,166406.9566,177532.0156,184852.9425,171665.2493,167570.7884,31762.8753,33103.57646,36638.28147,37733.68933,41866.68077,48158.78786,53720.01524,61246.25622,68085.04512,70385.19719,73707.13573,76266.24532,82781.01171,86882.48429,90438.18111,91278.70297,87828.38991,88776.95702,16440.92,17063.25,17685.57,18307.89,18930.22,19552.54,20315.86,21079.18,21842.5,22605.81,23369.13,24267.17,25165.2,26063.24,26961.27,27859.3,28852.92,29846.54,0.342694029,0.342460108,0.341984279,0.34166175,0.341236339,0.34067104,0.338176534,0.335621252,0.333617444,0.333164695,0.333726773,0.334248016,0.334634985,0.335150835,0.335914292,0.337098475,0.338207945,0.33871873,1.931940262,1.940051072,2.071648325,2.061061615,2.211632024,2.463045101,2.644240276,2.905533148,3.117090311,3.113588816,3.1540385,3.142774593,3.28950343,3.333525851,3.354373926,3.276417676,3.044003515,2.97444719,0.037144072,0.035031245,0.034211712,0.032705,0.031163341,0.031431237,0.029732655,0.03002539,0.033541576,0.035510594,0.040050382,0.038206536,0.03728233,0.036812247,0.036950822,0.039074267,0.035999695,0.034924832,0.037697206,0.038012002,0.065808391,0.154112534,0.073453735,0.13930284,0.220662256,0.244447373,0.258549579,0.160497276,0.031904592,0.046706532,0.060639589,0.0709269,0.085385476,0.066854531,0.04123722,-0.071341538,-0.023851425,0.099848104,0.041716743,-0.016661932,0.042209691,0.106777134,0.029897905,0.109530542,0.150289131,0.115476897,0.140101244,0.111660521,0.033783514,0.047196551,0.034719971,0.08542136,0.049546055,0.040925359,0.009293883,-0.03779976,0.010800233,0.065631855,0.032134339,-0.014534214,0.037852505,0.036471364,0.035188009,0.033992448,0.03287442,0.039039429,0.037572616,0.036212035,0.034946091,0.033766541,0.038428474,0.037005963,0.035685788,0.034455808,0.033308149,0.035665648,0.034437416,0.035777514,0.035472402,0.034486227,-0.000682595,-0.001389444,-0.000943111,-0.001245124,-0.001656619,-0.007322332,-0.007556059,-0.005970443,-0.001357091,0.001687086,0.001561887,0.00115773,0.00154153,0.00227795,0.003525253,0.003291235,0.001510269,-0.000823228,0.002148588,0.003408237,0.004198272,0.06783185,-0.005110284,0.073054783,0.113677626,0.073565512,0.098815858,0.072811822,-0.001123322,0.012991338,-0.003571265,0.046687674,0.013382695,0.006254062,-0.023240179,-0.07093545,-0.022850278,0.028823122,-0.003223711,-0.047386267
6,ARM01,1,Buenos Aires,Argentina,Latin America,Upper middle income,4329.847245,4377.38273,4329.236555,4435.930368,4805.827899,5030.299241,5362.180313,5578.059571,5732.760774,5800.904564,5907.826873,6035.084508,6106.422062,6101.242127,5940.63019,6064.184229,6129.363021,6200.851777,175540.3006,170409.7918,148592.7553,164108.6411,195627.119,224354.6326,252882.141,285392.5304,293748.7662,278778.9943,298487.4557,315136.8588,319401.5876,325348.8451,306006.3583,322725.1513,311813.6241,325993.105,117579.0671,111140.7323,95327.71708,103563.7156,114009.6521,125414.5676,136078.2254,149952.7906,154916.0908,137584.4658,149026.3132,152407.948,149749.3139,149552.5779,139335.0883,143596.5378,138914.9577,142518.3251,11830.5341,11959.82039,12095.76602,12231.96731,12368.16605,12504.03044,12639.02735,12773.44976,12908.24212,13044.36892,13182.84982,13325.17566,13470.49433,13617.07524,13763.15605,13907.27862,14049.72223,14191.43119,0.365989161,0.366007397,0.357913385,0.362650607,0.388564309,0.402294225,0.424255773,0.436691706,0.444116303,0.44470565,0.448144897,0.452908439,0.453318335,0.448058193,0.431632844,0.436043916,0.436262221,0.436943371,9.938610213,9.292842927,7.881081439,8.466644243,9.217991711,10.02993141,10.76651088,11.73941209,12.00133135,10.54742215,11.30455973,11.43759391,11.1168388,10.98272392,10.1237745,10.32527943,9.887381081,10.04256183,0.010978559,-0.01099885,0.024644949,0.083386686,0.046708152,0.065976407,0.040259604,0.027733874,0.011886732,0.018432006,0.021540515,0.011820473,-0.000848277,-0.026324465,0.020798137,0.010748155,0.011663326,0.02196006,0.007899173,0.015760717,-0.029226956,-0.128026895,0.104418858,0.192058612,0.146848319,0.127153641,0.128559452,0.029279798,-0.05096114,0.070695647,0.055779239,0.013532942,0.01862,-0.059451531,0.054635443,-0.033810588,0.045474219,0.036561062,0.016126699,0.009444203,-0.054757492,-0.142279206,0.086396683,0.10086483,0.100034648,0.085027266,0.101960215,0.033099086,-0.111877501,0.083162349,0.022691528,-0.017444195,-0.001313769,-0.068320385,0.030584181,-0.032602319,0.025939376,0.01047643,0.001375789,-0.001508765,0.010928186,0.011366863,0.011260245,0.011134655,0.010985007,0.010796272,0.010635503,0.010552542,0.010545727,0.010616144,0.010796288,0.010905572,0.010881628,0.010727767,0.010471622,0.010242378,0.010086247,0.010802859,0.010663033,0.010356994,4.98E-05,-0.022114342,0.013235667,0.071456388,0.03533499,0.054590759,0.02931235,0.017001919,0.00132701,0.00773376,0.010629468,0.000905031,-0.011603638,-0.036658963,0.0102195,0.000500649,0.001561331,0.011037959,-0.002734699,0.00534833,-0.064975613,-0.151919224,0.074299804,0.088742062,0.088082059,0.073438137,0.09036365,0.022311105,-0.121145659,0.071784135,0.011768187,-0.028043933,-0.01206412,-0.078209142,0.01990413,-0.042410314,0.015694828,-0.000322941,-0.009189258,-0.011744124
7,ARXXX,0,NA,Argentina,Latin America,Upper middle income,13478.29,13297.13,13906.12,14482.92,15396.51,15866.04,16459.11,16870.12,17074.63,17199.5,17501.97,17936.49,18073.78,18199.93,17925.48,18164.03,18389.53,18457.6,437666.4273,428031.7451,386301.1594,430072.5222,481525.0492,541425.4964,602840.8885,675113.6504,715504.8476,678005.2472,756980.0082,818397.401,824493.1843,858017.3422,843585.3713,881872.0945,869646.0875,911374.1606,274729.577,262617.5313,234006.2957,254685.665,266600.3085,290198.8899,313551.5977,341795.1771,355662.685,334612.6919,368493.5013,390617.721,386608.345,395907.5187,385959.9732,396177.2431,387281.7768,398181.8212,37109.58,37525.89,37943.73,38362.18,38780.43,39197.44,39611.54,40023.65,40436.73,40853.8,41278.05,41712.13,42153.65,42597.41,43038.1,43471.31,43897.88,44320.61,0.36320244,0.354345493,0.366493226,0.377531204,0.397017516,0.404772352,0.415513005,0.421503786,0.422255459,0.421001229,0.424001861,0.430006571,0.42875955,0.42725438,0.416502587,0.41783949,0.41891613,0.416456362,7.403198232,6.99830254,6.167192728,6.638977894,6.874609397,7.4035164,7.915662904,8.539830253,8.795535272,8.190491262,8.927105359,9.364607392,9.171408526,9.294168792,8.967867382,9.113533572,8.822334401,8.984123214,-0.013440874,0.045798605,0.041478141,0.063080511,0.030495872,0.037379838,0.024971581,0.012122617,0.007313189,0.017585976,0.024826919,0.007654229,0.006979724,-0.015079728,0.013307872,0.012414646,0.003701563,0.019608599,0.009603127,0.012861161,-0.022013757,-0.097494137,0.113308909,0.119636862,0.124397365,0.113432767,0.119886961,0.059828737,-0.052409988,0.116481047,0.081134762,0.007448439,0.040660322,-0.016820139,0.045385713,-0.013863696,0.047982822,0.043848465,0.036201492,0.015328913,-0.044087156,-0.108946404,0.088370995,0.046781759,0.088516707,0.080471389,0.090076337,0.040572567,-0.059185273,0.101253808,0.060039647,-0.010264194,0.024053215,-0.025125932,0.026472356,-0.022453249,0.028144997,0.021692259,0.021102257,0.001710895,0.011218397,0.011134713,0.011028173,0.010902665,0.010753104,0.010564465,0.010403786,0.010320898,0.010314138,0.010384591,0.010516001,0.010584931,0.010527202,0.010345465,0.010065732,0.009812679,0.00962985,0.010554742,0.01031948,0.009939198,-0.024385703,0.03428217,0.030117823,0.051615104,0.019532731,0.026535044,0.014417795,0.001783314,-0.002970312,0.007127371,0.014161991,-0.002900005,-0.003510522,-0.025164851,0.003209831,0.002576683,-0.005871743,0.008959294,-0.000709037,0.002893207,-0.054691997,-0.118758771,0.076499177,0.035492135,0.076936299,0.069176115,0.078852189,0.029942635,-0.068789902,0.089935277,0.049008275,-0.020630749,0.013385105,-0.035108186,0.016243125,-0.031952389,0.018338549,0.011021191,0.01067264,-0.008147325
8,ATM01,1,Wien-Bratislava,Austria,Western Europe,High income,1718.405892,1741.384543,1735.204486,1739.531388,1750.962126,1786.27572,1813.653992,1856.758058,1896.789774,1907.352294,1896.266089,1922.833007,1951.747356,1947.487709,1972.663665,1995.170779,2034.081525,2075.997618,114442.1847,118497.0928,123887.3759,127234.7619,134718.2825,144132.7669,154408.8585,165873.8996,172950.0628,170284.4136,176321.424,183152.4469,186876.0315,191724.9239,196457.8672,202368.8151,209160.3405,219658.1371,152762.2157,154729.3391,158357.2894,159217.213,163565.6071,168468.2413,175820.6786,182961.584,185390.2479,181996.0007,184929.7869,187977.8772,188360.2777,189203.1347,190218.9349,193537.4382,196909.1128,202973.2834,3452.577655,3468.369458,3491.738795,3514.783934,3541.529824,3572.047381,3595.503455,3613.11166,3632.052096,3650.505543,3669.677709,3693.616798,3724.93856,3761.760155,3803.061092,3857.78216,3904.423238,3932.445394,0.497716797,0.50207585,0.496945673,0.494918442,0.494408409,0.500070556,0.50442282,0.513894458,0.52223639,0.522489905,0.516739136,0.5205827,0.523967664,0.517706507,0.518704175,0.517180778,0.520968502,0.52791518,44.24584496,44.61155048,45.35198613,45.29928894,46.18501473,47.16293579,48.90015565,50.6382313,51.04283832,49.85501284,50.39401321,50.89263114,50.56735156,50.29643753,50.01732298,50.16805774,50.4323176,51.61502909,0.013372074,-0.003548933,0.002493598,0.00657116,0.020168108,0.015327014,0.023766422,0.021560007,0.00556863,-0.005812353,0.014010122,0.015037369,-0.002182479,0.012927402,0.011409504,0.019502464,0.020606889,0.010596204,0.009232117,0.015447921,0.035431936,0.045488738,0.027019589,0.058816636,0.069882752,0.071296013,0.074251187,0.042659895,-0.015412826,0.035452514,0.038741877,0.02033052,0.025947107,0.024686114,0.030087611,0.033560138,0.050190187,0.038408717,0.029811595,0.031822414,0.012877029,0.023447074,0.005430274,0.02731108,0.029973503,0.043642869,0.040614707,0.013274174,-0.018308661,0.016120059,0.016482419,0.002034284,0.004474707,0.005368834,0.017445704,0.017421304,0.0307968,0.015992768,0.01131461,0.017433504,0.004573917,0.006737845,0.006599903,0.00760954,0.008617055,0.006566563,0.004897285,0.00524214,0.005080722,0.005251921,0.006523485,0.008479971,0.009885155,0.010979152,0.01438869,0.012090127,0.007177028,0.00771643,0.009652633,0.013238757,0.008758099,-0.010217932,-0.004079382,-0.001030539,0.011452368,0.0087033,0.01877718,0.016232772,0.000485442,-0.011006469,0.007438114,0.006502259,-0.011949511,0.001927092,-0.002936928,0.007323791,0.013334161,0.002857722,-0.000416496,0.0021803,0.008265307,0.016597398,-0.00116196,0.019552753,0.02117399,0.03683443,0.035543356,0.007990149,-0.023271149,0.010811357,0.009894388,-0.006391487,-0.005357489,-0.00554939,0.003013651,0.005267492,0.02345146,0.008212963,0.001646088,0.004139939
