"","modified_cat","Type","IsMetro","Units","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","var"
"17","1","NGDP",17,1.7e+07,100,113.094391761697,129.273558959097,150.982707447753,174.245610057849,204.028016746333,236.468849794887,268.167427576574,296.145363722107,330.848332604486,370.075609118684,414.053750953756,458.980137059161,504.24076933537,552.949528981683,603.464666685105,658.070574820054,716.783138597746,"index"
"18","1","POP",17,17000,100,101.772655327272,103.331282221121,105.411411386684,107.724577305069,110.068486000523,113.005541343272,116.192679863392,119.517840321022,122.909485571559,126.550718975116,128.287413063249,129.974377403352,131.538995868331,133.036297455055,134.614782389948,135.592999218722,136.721559434651,"index"
"19","1","RGDP",17,1.7e+07,100,111.765215059926,125.677685632508,143.576827661136,165.485759557065,188.096809195399,214.863356103602,247.996535698681,278.095547392051,310.190311290258,350.777575482474,391.289091926306,431.352818718848,474.487937589502,515.046150564833,558.442558966569,602.31706561585,643.954219325151,"index"
"20","1","GDPPK",17,1.7e+07,100,109.818511367834,121.625980952765,136.206152419731,153.61931668427,170.890702716221,190.135238988787,213.435593352568,232.681201940306,252.372963606346,277.183392021225,305.009729780262,331.875272139386,360.720358595758,387.147087236727,414.844899684857,444.209560291726,470.996836188766,"index"
"21","2","EMPL",160,160000,100,101.809300544843,105.996209940305,111.569634366671,117.607145269279,125.98838366256,133.49056030829,144.434444156503,150.486981215733,161.042046348385,173.575989282996,178.397387962421,185.166663658104,191.442377038275,198.241317964199,202.445462961051,207.426143214776,211.608640078962,"index"
"22","2","NGDP",80,8e+07,100,110.50699343852,124.452081202669,144.113353959423,166.490695690691,195.052798834346,227.29985676142,258.504478031867,290.868714806063,326.154582888992,366.243783100113,411.332075565279,455.525844878586,496.537826259338,544.321909029489,586.686474370013,634.518908740603,691.226306774237,"index"
"23","2","POP",80,80000,100,100.883193742411,101.400596350054,101.921287409253,102.748153824767,103.530325108998,104.392230795173,105.27059894448,106.052767347553,106.781656889277,107.512189062994,107.989993461335,108.509290551071,109.033128390939,109.685665448805,110.403116671592,111.244144493873,111.71057877818,"index"
"24","2","RGDP",80,8e+07,100,110.937077591981,124.407903089637,142.083540438099,163.973850009185,189.16678039203,217.585763732065,251.48646250033,284.064456045002,319.024533247502,362.681281737498,407.896516177102,453.538236708911,496.79275640249,542.381819814791,588.330649060298,633.784930649966,677.411180061946,"index"
"25","2","GDPPK",80,8e+07,100,109.965865945165,122.689518176162,139.40516652579,159.588122905678,182.716300941654,208.430993451025,238.895251876513,267.851997783401,298.763422989683,337.339686688916,377.716956083665,417.971801682226,455.634689872639,494.487422395175,532.893152654703,569.724306419448,606.398415862708,"index"
"26","3","EMPL",12,12000,100,99.8040092513361,98.4261536447199,98.877585839119,109.02965804973,99.9850213324203,98.3421201216661,99.6510977586312,100.661601782173,105.669481431216,115.268007713956,114.702872368354,117.843928770839,122.914886836535,122.157112407198,119.76303043638,120.992110709591,121.762296728682,"index"
"27","3","NGDP",6,6e+06,100,110.799114178601,122.331883660749,139.12901969356,152.317535511685,178.058282818903,207.258075881039,239.935357818907,275.430083408332,304.134492833043,344.646773681622,390.256268368556,429.300544752304,464.910843003756,475.329878140393,482.965335965663,464.886520218118,502.483358605036,"index"
"28","3","POP",6,6000,100,101.032914639989,101.966524181365,102.841984717771,103.723863113841,104.61890489725,105.515397474906,106.531695349207,107.434629888184,108.231631918184,109.215648962506,109.736583167862,110.141490507475,110.572661436197,110.533604440689,110.519755375733,110.35313041516,110.375294139221,"index"
"29","3","RGDP",6,6e+06,100,110.827509854602,124.545447550523,141.42871949198,161.553874782347,182.097077788672,208.817726624119,244.519175040933,282.849353385344,323.028779446498,368.781168325656,416.27349647118,459.992199347986,501.636458623237,531.880246134998,555.194117802497,566.069713422573,601.013159606977,"index"
"30","3","GDPPK",6,6e+06,100,109.694459720888,122.143466741102,137.520410443364,155.753815884234,174.057526187563,197.902611013507,229.527160193412,263.275774002971,298.460601324653,337.663303591466,379.338853511061,417.63752898983,453.671325359832,481.193252338387,502.348304984035,512.962080271725,544.517832812199,"index"
